latitudes,longitudes,formatted_address,postal_code,json_responses,SHELTER_ADDRESS,SHELTER_CITY
43.6754029,-79.4013484,"348 Davenport Rd, Toronto, ON M5R 1K6, Canada",M5R 1K6,"{'results': [{'address_components': [{'long_name': '348', 'short_name': '348', 'types': ['street_number']}, {'long_name': 'Davenport Road', 'short_name': 'Davenport Rd', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5R 1K6', 'short_name': 'M5R 1K6', 'types': ['postal_code']}], 'formatted_address': '348 Davenport Rd, Toronto, ON M5R 1K6, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6755435, 'lng': -79.4011494}, 'southwest': {'lat': 43.67524239999999, 'lng': -79.4015507}}, 'location': {'lat': 43.6754029, 'lng': -79.4013484}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.67674193029149, 'lng': -79.40000106970848}, 'southwest': {'lat': 43.6740439697085, 'lng': -79.4026990302915}}}, 'place_id': 'ChIJW47vkqE0K4gRYRJbdtZAhXg', 'types': ['premise']}], 'status': 'OK'}",348 Davenport Rd.,Toronto
43.6601444,-79.3743056,"349 George St, Toronto, ON M5A 2N2, Canada",M5A 2N2,"{'results': [{'address_components': [{'long_name': '349', 'short_name': '349', 'types': ['street_number']}, {'long_name': 'George Street', 'short_name': 'George St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5A 2N2', 'short_name': 'M5A 2N2', 'types': ['postal_code']}], 'formatted_address': '349 George St, Toronto, ON M5A 2N2, Canada', 'geometry': {'location': {'lat': 43.6601444, 'lng': -79.3743056}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6614933802915, 'lng': -79.37295661970849}, 'southwest': {'lat': 43.6587954197085, 'lng': -79.37565458029151}}}, 'place_id': 'ChIJnRszgknL1IkR0_QlEZ4e8rg', 'plus_code': {'compound_code': 'MJ6G+37 Toronto, ON, Canada', 'global_code': '87M2MJ6G+37'}, 'types': ['street_address']}], 'status': 'OK'}",349 George Street,Toronto
43.717528,-79.2581094,"Scarborough Church of God, 3576 St Clair Ave E, Scarborough, ON M1K 1M2, Canada",M1K 1M2,"{'results': [{'address_components': [{'long_name': 'Scarborough Church of God', 'short_name': 'Scarborough Church of God', 'types': ['premise']}, {'long_name': '3576', 'short_name': '3576', 'types': ['street_number']}, {'long_name': 'Saint Clair Avenue East', 'short_name': 'St Clair Ave E', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1K 1M2', 'short_name': 'M1K 1M2', 'types': ['postal_code']}], 'formatted_address': 'Scarborough Church of God, 3576 St Clair Ave E, Scarborough, ON M1K 1M2, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.7176544, 'lng': -79.2579052}, 'southwest': {'lat': 43.7173948, 'lng': -79.25836629999999}}, 'location': {'lat': 43.717528, 'lng': -79.2581094}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.71887358029149, 'lng': -79.25678676970848}, 'southwest': {'lat': 43.71617561970849, 'lng': -79.2594847302915}}}, 'place_id': 'ChIJ7VZTw0XO1IkR4jNJIdcxWdg', 'types': ['premise']}], 'status': 'OK'}",3576 St. Clair Avenue East,Scarborough
43.7633708,-79.36089989999999,"360 Lesmill Rd, North York, ON M3B 2T5, Canada",M3B 2T5,"{'results': [{'address_components': [{'long_name': '360', 'short_name': '360', 'types': ['street_number']}, {'long_name': 'Lesmill Road', 'short_name': 'Lesmill Rd', 'types': ['route']}, {'long_name': 'North York', 'short_name': 'North York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M3B 2T5', 'short_name': 'M3B 2T5', 'types': ['postal_code']}], 'formatted_address': '360 Lesmill Rd, North York, ON M3B 2T5, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.76349949999999, 'lng': -79.3605425}, 'southwest': {'lat': 43.7632074, 'lng': -79.3611858}}, 'location': {'lat': 43.7633708, 'lng': -79.36089989999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7647024302915, 'lng': -79.3595151697085}, 'southwest': {'lat': 43.7620044697085, 'lng': -79.36221313029151}}}, 'place_id': 'ChIJ9_eQVbzS1IkRHlmVVt5fDcs', 'types': ['premise']}], 'status': 'OK'}",360 Lesmill Road,North York
43.641138,-79.402383,"38 Bathurst St, Toronto, ON M5V 3W3, Canada",M5V 3W3,"{'results': [{'address_components': [{'long_name': '38', 'short_name': '38', 'types': ['street_number']}, {'long_name': 'Bathurst Street', 'short_name': 'Bathurst St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5V 3W3', 'short_name': 'M5V 3W3', 'types': ['postal_code']}], 'formatted_address': '38 Bathurst St, Toronto, ON M5V 3W3, Canada', 'geometry': {'location': {'lat': 43.641138, 'lng': -79.402383}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.64248698029149, 'lng': -79.4010340197085}, 'southwest': {'lat': 43.6397890197085, 'lng': -79.40373198029151}}}, 'place_id': 'ChIJ821aBCA1K4gRFqBxqb36SBk', 'plus_code': {'compound_code': 'JHRX+F2 Toronto, ON, Canada', 'global_code': '87M2JHRX+F2'}, 'types': ['street_address']}], 'status': 'OK'}",38 Bathrust St,Toronto
43.6616385,-79.3790235,"389 Church St, Toronto, ON M5B 2A1, Canada",M5B 2A1,"{'results': [{'address_components': [{'long_name': '389', 'short_name': '389', 'types': ['street_number']}, {'long_name': 'Church Street', 'short_name': 'Church St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5B 2A1', 'short_name': 'M5B 2A1', 'types': ['postal_code']}], 'formatted_address': '389 Church St, Toronto, ON M5B 2A1, Canada', 'geometry': {'location': {'lat': 43.6616385, 'lng': -79.3790235}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6629874802915, 'lng': -79.3776745197085}, 'southwest': {'lat': 43.6602895197085, 'lng': -79.38037248029151}}}, 'place_id': 'ChIJsTh6PUvL1IkR5K4-7bhn9TU', 'plus_code': {'compound_code': 'MJ6C+M9 Toronto, ON, Canada', 'global_code': '87M2MJ6C+M9'}, 'types': ['street_address']}], 'status': 'OK'}",389 Church Street,Toronto
43.6561511,-79.3625224,"412 Queen St E, Toronto, ON M5A 1T3, Canada",M5A 1T3,"{'results': [{'address_components': [{'long_name': '412', 'short_name': '412', 'types': ['street_number']}, {'long_name': 'Queen Street East', 'short_name': 'Queen St E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5A 1T3', 'short_name': 'M5A 1T3', 'types': ['postal_code']}], 'formatted_address': '412 Queen St E, Toronto, ON M5A 1T3, Canada', 'geometry': {'location': {'lat': 43.6561511, 'lng': -79.3625224}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.65750008029149, 'lng': -79.36117341970849}, 'southwest': {'lat': 43.6548021197085, 'lng': -79.36387138029151}}}, 'place_id': 'ChIJ4d_CRD_L1IkRaG8PZSX32CI', 'plus_code': {'compound_code': 'MJ4P+FX Toronto, ON, Canada', 'global_code': '87M2MJ4P+FX'}, 'types': ['street_address']}], 'status': 'OK'}",412 Queen Street East,Toronto
43.68935310000001,-79.46238819999999,"422 Gilbert Ave, York, ON M6E 4X3, Canada",M6E 4X3,"{'results': [{'address_components': [{'long_name': '422', 'short_name': '422', 'types': ['street_number']}, {'long_name': 'Gilbert Avenue', 'short_name': 'Gilbert Ave', 'types': ['route']}, {'long_name': 'York', 'short_name': 'York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6E 4X3', 'short_name': 'M6E 4X3', 'types': ['postal_code']}], 'formatted_address': '422 Gilbert Ave, York, ON M6E 4X3, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.689521, 'lng': -79.4621773}, 'southwest': {'lat': 43.6892134, 'lng': -79.46258399999999}}, 'location': {'lat': 43.68935310000001, 'lng': -79.46238819999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6907161802915, 'lng': -79.46103166970849}, 'southwest': {'lat': 43.6880182197085, 'lng': -79.46372963029151}}}, 'place_id': 'ChIJ2bFcevkzK4gRc6UHVM-she4', 'types': ['premise']}], 'status': 'OK'}",422 Gilbert Avenue,Toronto
43.7607677,-79.1967389,"4222 Kingston Rd, Scarborough, ON M1E 2M6, Canada",M1E 2M6,"{'results': [{'address_components': [{'long_name': '4222', 'short_name': '4222', 'types': ['street_number']}, {'long_name': 'Kingston Road', 'short_name': 'Kingston Rd', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1E 2M6', 'short_name': 'M1E 2M6', 'types': ['postal_code']}], 'formatted_address': '4222 Kingston Rd, Scarborough, ON M1E 2M6, Canada', 'geometry': {'location': {'lat': 43.7607677, 'lng': -79.1967389}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7621166802915, 'lng': -79.1953899197085}, 'southwest': {'lat': 43.7594187197085, 'lng': -79.19808788029151}}}, 'place_id': 'ChIJ_S9bOJza1IkRY9Deg6x4uKI', 'plus_code': {'compound_code': 'QR63+88 Scarborough, Toronto, ON, Canada', 'global_code': '87M2QR63+88'}, 'types': ['street_address']}], 'status': 'OK'}",4222 Kingston Road,Toronto
43.665211,-79.4188483,"43 Christie St, Toronto, ON M6G 3B1, Canada",M6G 3B1,"{'results': [{'address_components': [{'long_name': '43', 'short_name': '43', 'types': ['street_number']}, {'long_name': 'Christie Street', 'short_name': 'Christie St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6G 3B1', 'short_name': 'M6G 3B1', 'types': ['postal_code']}], 'formatted_address': '43 Christie St, Toronto, ON M6G 3B1, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6652747, 'lng': -79.41864439999999}, 'southwest': {'lat': 43.6651232, 'lng': -79.4189293}}, 'location': {'lat': 43.665211, 'lng': -79.4188483}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6665479302915, 'lng': -79.4174378697085}, 'southwest': {'lat': 43.6638499697085, 'lng': -79.4201358302915}}}, 'place_id': 'ChIJra_hbow0K4gRUrG6UAh_VcY', 'types': ['premise']}], 'status': 'OK'}",43 Christie Street,Toronto
43.6481874,-79.39796910000001,"485 Queen St W, Toronto, ON M5V 2A9, Canada",M5V 2A9,"{'results': [{'address_components': [{'long_name': '485', 'short_name': '485', 'types': ['street_number']}, {'long_name': 'Queen Street West', 'short_name': 'Queen St W', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5V 2A9', 'short_name': 'M5V 2A9', 'types': ['postal_code']}], 'formatted_address': '485 Queen St W, Toronto, ON M5V 2A9, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6483315, 'lng': -79.3978375}, 'southwest': {'lat': 43.6480393, 'lng': -79.3980739}}, 'location': {'lat': 43.6481874, 'lng': -79.39796910000001}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6495343802915, 'lng': -79.3966067197085}, 'southwest': {'lat': 43.6468364197085, 'lng': -79.39930468029151}}}, 'place_id': 'ChIJBYO0Ytw0K4gRekqViuOzrvo', 'types': ['premise']}], 'status': 'OK'}",485 Queen St West,Toronto
43.6676497,-79.37508299999999,"490 Sherbourne St 2nd floor, Toronto, ON M4X 1K9, Canada",M4X 1K9,"{'results': [{'address_components': [{'long_name': '2nd floor', 'short_name': '2nd floor', 'types': ['subpremise']}, {'long_name': '490', 'short_name': '490', 'types': ['street_number']}, {'long_name': 'Sherbourne Street', 'short_name': 'Sherbourne St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4X 1K9', 'short_name': 'M4X 1K9', 'types': ['postal_code']}], 'formatted_address': '490 Sherbourne St 2nd floor, Toronto, ON M4X 1K9, Canada', 'geometry': {'location': {'lat': 43.6676497, 'lng': -79.37508299999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6689986802915, 'lng': -79.3737340197085}, 'southwest': {'lat': 43.6663007197085, 'lng': -79.3764319802915}}}, 'place_id': 'Ejg0OTAgU2hlcmJvdXJuZSBTdCAybmQgZmxvb3IsIFRvcm9udG8sIE9OIE00WCAxSzksIENhbmFkYSIlGiMKFgoUChIJp4COAFLL1IkRe2K8l61eW5ISCTJuZCBmbG9vcg', 'types': ['subpremise']}], 'status': 'OK'}","490 Sherbourne Street, 2nd floor",Toronto
43.6586304,-79.4007405,"502 Spadina Ave, Toronto, ON M5S 2H1, Canada",M5S 2H1,"{'results': [{'address_components': [{'long_name': '502', 'short_name': '502', 'types': ['street_number']}, {'long_name': 'Spadina Avenue', 'short_name': 'Spadina Ave', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5S 2H1', 'short_name': 'M5S 2H1', 'types': ['postal_code']}], 'formatted_address': '502 Spadina Ave, Toronto, ON M5S 2H1, Canada', 'geometry': {'location': {'lat': 43.6586304, 'lng': -79.4007405}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6599793802915, 'lng': -79.39939151970849}, 'southwest': {'lat': 43.6572814197085, 'lng': -79.40208948029151}}}, 'place_id': 'ChIJD2SsWsA0K4gRPbvqksogugs', 'plus_code': {'compound_code': 'MH5X+FP Toronto, ON, Canada', 'global_code': '87M2MH5X+FP'}, 'types': ['street_address']}], 'status': 'OK'}",502 Spadina Ave.,Toronto
43.6676312,-79.3793101,"512 Jarvis St, Toronto, ON M4Y 2H6, Canada",M4Y 2H6,"{'results': [{'address_components': [{'long_name': '512', 'short_name': '512', 'types': ['street_number']}, {'long_name': 'Jarvis Street', 'short_name': 'Jarvis St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4Y 2H6', 'short_name': 'M4Y 2H6', 'types': ['postal_code']}], 'formatted_address': '512 Jarvis St, Toronto, ON M4Y 2H6, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6676853, 'lng': -79.3791324}, 'southwest': {'lat': 43.6675499, 'lng': -79.37945160000001}}, 'location': {'lat': 43.6676312, 'lng': -79.3793101}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6689665802915, 'lng': -79.37794301970851}, 'southwest': {'lat': 43.6662686197085, 'lng': -79.38064098029152}}}, 'place_id': 'ChIJ6_lMWU3L1IkRLB2BEoko89o', 'types': ['premise']}], 'status': 'OK'}",512 Jarvis St.,Toronto
43.6719808,-79.3738789,"525 Bloor St E, Toronto, ON M4W 1J1, Canada",M4W 1J1,"{'results': [{'address_components': [{'long_name': '525', 'short_name': '525', 'types': ['street_number']}, {'long_name': 'Bloor Street East', 'short_name': 'Bloor St E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4W 1J1', 'short_name': 'M4W 1J1', 'types': ['postal_code']}], 'formatted_address': '525 Bloor St E, Toronto, ON M4W 1J1, Canada', 'geometry': {'location': {'lat': 43.6719808, 'lng': -79.3738789}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6733297802915, 'lng': -79.37252991970848}, 'southwest': {'lat': 43.6706318197085, 'lng': -79.3752278802915}}}, 'place_id': 'ChIJy18PTVHL1IkRDCq_Ko-7fPY', 'plus_code': {'compound_code': 'MJCG+QC Toronto, ON, Canada', 'global_code': '87M2MJCG+QC'}, 'types': ['street_address']}], 'status': 'OK'}",525 Bloor Street East,Toronto
43.6584733,-79.4088139,"558 Bathurst St, Toronto, ON M5S 2P9, Canada",M5S 2P9,"{'results': [{'address_components': [{'long_name': '558', 'short_name': '558', 'types': ['street_number']}, {'long_name': 'Bathurst Street', 'short_name': 'Bathurst St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5S 2P9', 'short_name': 'M5S 2P9', 'types': ['postal_code']}], 'formatted_address': '558 Bathurst St, Toronto, ON M5S 2P9, Canada', 'geometry': {'location': {'lat': 43.6584733, 'lng': -79.4088139}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6598222802915, 'lng': -79.4074649197085}, 'southwest': {'lat': 43.6571243197085, 'lng': -79.41016288029151}}}, 'place_id': 'ChIJz9Ksfuw0K4gRYEOfqFMMwzI', 'plus_code': {'compound_code': 'MH5R+9F Toronto, ON, Canada', 'global_code': '87M2MH5R+9F'}, 'types': ['street_address']}], 'status': 'OK'}",558 Bathurst Street,Toronto
43.7362929,-79.58042689999999,"6 Warrendale Ct, Etobicoke, ON M9V 1P9, Canada",M9V 1P9,"{'results': [{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Warrendale Court', 'short_name': 'Warrendale Ct', 'types': ['route']}, {'long_name': 'Etobicoke', 'short_name': 'Etobicoke', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M9V 1P9', 'short_name': 'M9V 1P9', 'types': ['postal_code']}], 'formatted_address': '6 Warrendale Ct, Etobicoke, ON M9V 1P9, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.7363787, 'lng': -79.5803244}, 'southwest': {'lat': 43.7362279, 'lng': -79.5805388}}, 'location': {'lat': 43.7362929, 'lng': -79.58042689999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.73765228029149, 'lng': -79.57908261970849}, 'southwest': {'lat': 43.73495431970849, 'lng': -79.58178058029151}}}, 'place_id': 'ChIJLe_0_Yo6K4gRU5DkH0yk_mE', 'types': ['premise']}], 'status': 'OK'}",6 Warrendale Court,Etobicoke
43.646956,-79.3986444,"60 Brant St, Toronto, ON M5V 3G9, Canada",M5V 3G9,"{'results': [{'address_components': [{'long_name': '60', 'short_name': '60', 'types': ['street_number']}, {'long_name': 'Brant Street', 'short_name': 'Brant St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5V 3G9', 'short_name': 'M5V 3G9', 'types': ['postal_code']}], 'formatted_address': '60 Brant St, Toronto, ON M5V 3G9, Canada', 'geometry': {'location': {'lat': 43.646956, 'lng': -79.3986444}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.64830498029149, 'lng': -79.39729541970848}, 'southwest': {'lat': 43.64560701970849, 'lng': -79.3999933802915}}}, 'place_id': 'ChIJyYr4Fdw0K4gR0o9gLKFCacE', 'plus_code': {'compound_code': 'JJW2+QG Toronto, ON, Canada', 'global_code': '87M2JJW2+QG'}, 'types': ['street_address']}], 'status': 'OK'}",60 Brant Street,Toronto
43.61825350000001,-79.4971911,"60 Newcastle St, Etobicoke, ON M8Y 1A3, Canada",M8Y 1A3,"{'results': [{'address_components': [{'long_name': '60', 'short_name': '60', 'types': ['street_number']}, {'long_name': 'Newcastle Street', 'short_name': 'Newcastle St', 'types': ['route']}, {'long_name': 'Etobicoke', 'short_name': 'Etobicoke', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M8Y 1A3', 'short_name': 'M8Y 1A3', 'types': ['postal_code']}], 'formatted_address': '60 Newcastle St, Etobicoke, ON M8Y 1A3, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6184041, 'lng': -79.4969934}, 'southwest': {'lat': 43.6179825, 'lng': -79.49753390000001}}, 'location': {'lat': 43.61825350000001, 'lng': -79.4971911}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6195422802915, 'lng': -79.4959146697085}, 'southwest': {'lat': 43.6168443197085, 'lng': -79.49861263029152}}}, 'place_id': 'ChIJtW0NwCM2K4gRKSxzQWMkGIA', 'types': ['premise']}], 'status': 'OK'}",60 Newcastle Street,Toronto
