LATITUDE,LONGITUDE,TOTAL COUNT,CAD_CALL_TYPE_CBRN & Hazardous Materials,CAD_CALL_TYPE_Carbon Monoxide,CAD_CALL_TYPE_Emergency Fire,CAD_CALL_TYPE_Medical,CAD_CALL_TYPE_Non Emergency,CAD_CALL_TYPE_Other Emergency Events,CAD_CALL_TYPE_Technical Rescue,CAD_CALL_TYPE_Vehicle Incident
43.633678783,-79.431743821,609,0.0,3.0,52.0,545.0,1.0,6.0,2.0,0.0
43.791962167,-79.35807481399999,606,6.0,6.0,320.0,210.0,3.0,24.0,26.0,11.0
43.782601252,-79.20497568199998,605,1.0,0.0,108.0,479.0,1.0,11.0,1.0,4.0
43.670804428000004,-79.38420956,603,5.0,3.0,376.0,161.0,1.0,22.0,33.0,2.0
43.776514782,-79.31776414799998,602,1.0,5.0,314.0,212.0,2.0,28.0,12.0,28.0
43.657303873000004,-79.37345858,593,12.0,2.0,220.0,307.0,2.0,31.0,12.0,7.0
43.691426993,-79.469435089,590,5.0,6.0,303.0,153.0,7.0,42.0,70.0,4.0
43.743182014,-79.21891353799998,590,2.0,0.0,208.0,278.0,4.0,30.0,22.0,46.0
43.80653698,-79.21865432199999,589,1.0,22.0,144.0,351.0,3.0,22.0,25.0,21.0
43.620511692,-79.483267663,588,4.0,1.0,276.0,219.0,3.0,37.0,31.0,17.0
43.65014934,-79.40050125399999,585,2.0,1.0,349.0,202.0,0.0,16.0,14.0,1.0
43.696151033,-79.29156518099998,583,3.0,2.0,257.0,241.0,3.0,31.0,39.0,7.0
43.700084274,-79.286729601,583,3.0,3.0,197.0,288.0,1.0,13.0,73.0,5.0
43.682313751,-79.518845485,582,2.0,7.0,34.0,520.0,0.0,3.0,11.0,5.0
43.775834695,-79.343722661,582,5.0,1.0,159.0,273.0,4.0,49.0,52.0,39.0
43.667634935,-79.37220824099998,581,5.0,4.0,239.0,237.0,1.0,27.0,66.0,2.0
43.641076507,-79.447016163,578,0.0,5.0,68.0,485.0,0.0,12.0,5.0,3.0
43.6571226,-79.43431345399999,574,7.0,1.0,197.0,276.0,5.0,51.0,24.0,13.0
43.678126485,-79.301181388,572,10.0,29.0,190.0,283.0,1.0,40.0,15.0,4.0
43.698342766,-79.511315532,571,12.0,0.0,185.0,280.0,2.0,24.0,58.0,10.0
43.703218592,-79.27951692399999,571,2.0,16.0,278.0,209.0,1.0,39.0,25.0,1.0
43.777743089,-79.324170596,568,10.0,7.0,239.0,244.0,1.0,18.0,44.0,5.0
43.788945084,-79.408633858,566,0.0,0.0,66.0,489.0,0.0,10.0,1.0,0.0
43.764049772,-79.205628563,565,4.0,16.0,319.0,110.0,5.0,24.0,74.0,13.0
43.656320085,-79.368620649,564,7.0,8.0,278.0,190.0,2.0,21.0,57.0,1.0
43.769274255,-79.412904583,562,2.0,7.0,235.0,227.0,4.0,35.0,41.0,11.0
43.69727809,-79.527459386,560,0.0,1.0,61.0,488.0,1.0,8.0,1.0,0.0
43.657948511,-79.400048419,558,3.0,2.0,127.0,379.0,2.0,25.0,1.0,19.0
43.68227683,-79.332716046,555,3.0,4.0,209.0,299.0,0.0,30.0,7.0,3.0
43.658260635,-79.39819811399998,554,0.0,0.0,228.0,290.0,0.0,14.0,13.0,9.0
43.804085647,-79.336316815,552,3.0,0.0,92.0,417.0,1.0,14.0,11.0,14.0
43.63717638,-79.436037444,552,7.0,7.0,179.0,288.0,2.0,32.0,25.0,12.0
43.649148742,-79.37791832499998,552,6.0,1.0,215.0,277.0,1.0,22.0,24.0,6.0
43.789995055,-79.40382362399998,550,0.0,0.0,24.0,513.0,1.0,3.0,8.0,1.0
43.729354901,-79.328399475,549,4.0,0.0,107.0,408.0,2.0,12.0,16.0,0.0
43.698835725,-79.515879526,546,6.0,12.0,205.0,213.0,4.0,33.0,71.0,2.0
43.750251127,-79.46339036,545,5.0,0.0,133.0,330.0,4.0,14.0,5.0,54.0
43.688890982,-79.504006289,542,3.0,4.0,222.0,248.0,1.0,17.0,44.0,3.0
43.652944321999996,-79.39804999899998,541,3.0,0.0,130.0,345.0,1.0,27.0,14.0,21.0
43.668720261000004,-79.394141415,541,4.0,1.0,274.0,193.0,2.0,23.0,26.0,18.0
43.639339932,-79.451310186,538,3.0,0.0,400.0,76.0,1.0,16.0,31.0,11.0
43.656321022,-79.452453874,536,6.0,0.0,170.0,278.0,2.0,38.0,19.0,23.0
43.707785235,-79.53362703099998,534,11.0,1.0,294.0,160.0,2.0,27.0,29.0,10.0
43.69527443,-79.292393023,533,0.0,0.0,201.0,312.0,2.0,8.0,10.0,0.0
43.72664424,-79.32756448799998,533,2.0,2.0,155.0,323.0,1.0,14.0,33.0,3.0
43.637743308999994,-79.43328339899999,532,2.0,5.0,137.0,349.0,5.0,27.0,5.0,2.0
43.667908579,-79.370914067,532,7.0,6.0,179.0,221.0,2.0,26.0,87.0,4.0
43.759840161999996,-79.516182424,527,2.0,0.0,140.0,223.0,1.0,19.0,142.0,0.0
43.701091223999995,-79.512124829,526,1.0,0.0,88.0,397.0,1.0,21.0,10.0,8.0
43.66966905899999,-79.38950758,526,1.0,1.0,139.0,354.0,0.0,8.0,11.0,12.0
43.767471751,-79.412448572,526,5.0,6.0,214.0,238.0,1.0,25.0,33.0,4.0
43.790827588,-79.445381108,525,1.0,0.0,279.0,214.0,3.0,16.0,7.0,5.0
43.660815665,-79.385854942,525,9.0,0.0,180.0,291.0,1.0,22.0,7.0,15.0
43.790314634,-79.197978733,521,10.0,2.0,248.0,195.0,0.0,20.0,44.0,2.0
43.761751872,-79.34722980799998,519,7.0,3.0,86.0,353.0,2.0,26.0,20.0,22.0
43.65265081800001,-79.563226631,516,4.0,1.0,172.0,226.0,1.0,18.0,87.0,7.0
43.659858837,-79.390494599,516,6.0,0.0,200.0,255.0,1.0,19.0,8.0,27.0
43.729962108,-79.277859535,516,5.0,4.0,84.0,344.0,3.0,22.0,22.0,32.0
43.754854238,-79.517074886,514,4.0,1.0,163.0,231.0,1.0,33.0,63.0,18.0
43.733746804,-79.538228852,514,8.0,5.0,311.0,110.0,0.0,16.0,31.0,33.0
43.661875723,-79.379374831,513,6.0,1.0,133.0,314.0,2.0,19.0,17.0,21.0
43.767803781000005,-79.383139545,512,2.0,4.0,135.0,286.0,3.0,21.0,51.0,10.0
43.661374423999995,-79.38240493099998,509,6.0,3.0,242.0,209.0,1.0,19.0,24.0,5.0
43.800647235,-79.307066735,507,1.0,2.0,325.0,136.0,0.0,22.0,9.0,12.0
43.78706877800001,-79.417350458,507,4.0,1.0,99.0,318.0,6.0,26.0,9.0,44.0
43.737841678,-79.52521307399999,507,4.0,0.0,70.0,42.0,1.0,14.0,0.0,376.0
43.737453652,-79.56658538399999,507,1.0,0.0,44.0,448.0,0.0,9.0,2.0,3.0
43.644480025,-79.417481732,505,0.0,2.0,189.0,286.0,0.0,17.0,8.0,3.0
43.765753748,-79.38429442199998,505,1.0,3.0,181.0,284.0,1.0,10.0,18.0,7.0
43.70438845100001,-79.29642316599998,504,16.0,2.0,118.0,324.0,3.0,26.0,15.0,0.0
43.684455398999994,-79.42144176099998,504,8.0,10.0,125.0,301.0,3.0,42.0,14.0,1.0
43.745103164,-79.21972717699998,503,5.0,5.0,97.0,284.0,1.0,20.0,87.0,4.0
43.667161863000004,-79.401538955,503,6.0,4.0,231.0,202.0,0.0,43.0,15.0,2.0
43.803270123999994,-79.39623005999998,502,2.0,0.0,98.0,336.0,3.0,20.0,13.0,30.0
43.658170587,-79.37238988999998,497,5.0,7.0,180.0,265.0,1.0,24.0,10.0,5.0
43.65922466,-79.381457869,496,3.0,1.0,272.0,176.0,4.0,14.0,26.0,0.0
43.648650656,-79.380278786,496,1.0,0.0,199.0,278.0,0.0,10.0,3.0,5.0
43.64876551800001,-79.396381621,496,6.0,1.0,134.0,316.0,3.0,19.0,4.0,13.0
43.648393375,-79.39327798799998,495,5.0,2.0,86.0,363.0,1.0,22.0,4.0,12.0
43.783744462,-79.205486246,495,4.0,1.0,282.0,141.0,2.0,26.0,8.0,31.0
43.726642385,-79.482069737,494,10.0,0.0,147.0,199.0,0.0,36.0,33.0,69.0
43.63871533,-79.446219418,493,7.0,1.0,221.0,191.0,2.0,26.0,3.0,42.0
43.658513801999995,-79.37637033299998,492,5.0,2.0,258.0,167.0,3.0,32.0,22.0,3.0
43.763346831999996,-79.20884409,489,2.0,1.0,65.0,383.0,1.0,22.0,9.0,6.0
43.790273981999995,-79.35415910899998,489,3.0,1.0,68.0,378.0,1.0,9.0,20.0,9.0
43.625054694,-79.47947687199999,487,2.0,0.0,42.0,243.0,0.0,6.0,6.0,188.0
43.765908728999996,-79.51968890399999,484,8.0,20.0,190.0,185.0,2.0,24.0,42.0,13.0
43.768503823,-79.285309529,480,8.0,7.0,163.0,247.0,4.0,25.0,22.0,4.0
43.695897949,-79.449336556,478,2.0,5.0,105.0,303.0,1.0,35.0,26.0,1.0
43.600432717,-79.511138657,477,1.0,5.0,179.0,240.0,0.0,21.0,31.0,0.0
43.708017748,-79.34138708899998,477,0.0,0.0,130.0,325.0,2.0,12.0,3.0,5.0
43.694249638,-79.558649126,476,3.0,1.0,106.0,284.0,1.0,26.0,13.0,42.0
43.65679373,-79.365657376,475,3.0,3.0,257.0,145.0,1.0,23.0,43.0,0.0
43.647334765,-79.379729142,475,6.0,0.0,178.0,251.0,0.0,16.0,14.0,10.0
43.615026271000005,-79.497909096,475,3.0,5.0,65.0,353.0,4.0,27.0,17.0,1.0
43.811784836,-79.326213636,473,3.0,6.0,158.0,267.0,1.0,12.0,26.0,0.0
43.718415661,-79.306793442,472,3.0,1.0,40.0,415.0,0.0,11.0,0.0,2.0
43.810854996,-79.25291574099998,472,0.0,0.0,74.0,374.0,2.0,13.0,5.0,4.0
43.733383098000004,-79.45286339099998,469,8.0,2.0,190.0,201.0,2.0,33.0,7.0,26.0
43.754512471999995,-79.488762507,468,4.0,6.0,257.0,177.0,0.0,17.0,0.0,7.0
43.695313958999996,-79.450119966,466,0.0,1.0,96.0,344.0,2.0,11.0,12.0,0.0
43.765657316,-79.411992436,466,3.0,1.0,238.0,191.0,3.0,16.0,12.0,2.0
43.71331806,-79.55968982599998,465,5.0,4.0,192.0,181.0,2.0,37.0,8.0,36.0
43.651893769,-79.381718253,465,1.0,0.0,170.0,263.0,0.0,13.0,9.0,9.0
43.714403694,-79.33635099899999,463,2.0,1.0,140.0,272.0,1.0,25.0,10.0,12.0
43.693144729,-79.29129854299998,460,10.0,1.0,154.0,222.0,0.0,30.0,43.0,0.0
43.66648627,-79.37585290199999,460,3.0,0.0,144.0,279.0,1.0,10.0,18.0,5.0
43.730908778999996,-79.59945114999998,460,0.0,0.0,38.0,404.0,0.0,7.0,5.0,6.0
43.65728697300001,-79.45271355299998,459,6.0,1.0,99.0,312.0,2.0,12.0,20.0,7.0
43.793161753,-79.35228954,459,4.0,0.0,64.0,334.0,3.0,22.0,19.0,13.0
43.668869193999996,-79.37444811599998,455,10.0,1.0,133.0,235.0,3.0,30.0,43.0,0.0
43.70664536899999,-79.504832276,454,2.0,1.0,125.0,256.0,2.0,23.0,44.0,1.0
43.765987769,-79.278692688,452,1.0,0.0,36.0,403.0,0.0,10.0,2.0,0.0
43.709140073,-79.276120535,452,13.0,2.0,225.0,158.0,0.0,27.0,25.0,2.0
43.688083036,-79.39414197799998,452,9.0,5.0,135.0,229.0,3.0,34.0,21.0,16.0
43.660718993,-79.36653293099998,451,5.0,11.0,183.0,187.0,3.0,27.0,31.0,4.0
43.725613745,-79.44857249099998,451,2.0,0.0,219.0,189.0,0.0,14.0,17.0,10.0
43.769421482,-79.28225757199999,449,4.0,1.0,90.0,257.0,2.0,31.0,24.0,40.0
43.780538671,-79.247027861,448,0.0,3.0,208.0,202.0,0.0,13.0,16.0,6.0
43.76885209899999,-79.466927821,448,15.0,1.0,111.0,173.0,3.0,37.0,7.0,101.0
43.672760016999995,-79.48762799499998,445,6.0,4.0,195.0,178.0,0.0,26.0,34.0,2.0
43.678937074,-79.551712259,445,4.0,5.0,57.0,317.0,1.0,11.0,34.0,16.0
43.688145275,-79.30183150499998,444,7.0,0.0,128.0,256.0,0.0,20.0,10.0,23.0
43.653980821000005,-79.467244455,444,2.0,2.0,122.0,272.0,4.0,23.0,19.0,0.0
43.73604435399999,-79.258774133,444,9.0,4.0,139.0,186.0,2.0,31.0,64.0,9.0
43.652395173,-79.572216186,444,13.0,4.0,150.0,218.0,0.0,21.0,30.0,8.0
43.696127026999996,-79.396204513,443,4.0,2.0,163.0,211.0,3.0,36.0,20.0,4.0
43.75723482,-79.51773181899999,442,5.0,0.0,78.0,255.0,6.0,30.0,1.0,67.0
43.74376041399999,-79.302203362,440,0.0,0.0,47.0,367.0,0.0,5.0,18.0,3.0
43.750609471000004,-79.26812560499998,439,4.0,0.0,180.0,209.0,2.0,20.0,22.0,2.0
43.647871131,-79.55999789399999,439,0.0,0.0,42.0,390.0,0.0,3.0,3.0,1.0
43.668306815,-79.388234579,439,3.0,1.0,95.0,323.0,2.0,7.0,8.0,0.0
43.752118735,-79.22494214399998,437,0.0,1.0,70.0,347.0,0.0,12.0,6.0,1.0
43.811184151000006,-79.36077695999998,437,6.0,3.0,154.0,202.0,1.0,28.0,10.0,33.0
43.732862458,-79.278902513,437,10.0,4.0,237.0,123.0,1.0,17.0,38.0,7.0
43.742834946,-79.220561781,437,6.0,1.0,180.0,185.0,2.0,33.0,28.0,2.0
43.655045396000006,-79.572442623,436,6.0,2.0,125.0,266.0,3.0,13.0,20.0,1.0
43.643926314,-79.402705536,435,6.0,1.0,163.0,204.0,5.0,24.0,12.0,20.0
43.694365227,-79.273650817,435,4.0,0.0,49.0,349.0,1.0,10.0,1.0,21.0
43.742594991000004,-79.56873399199999,434,2.0,2.0,272.0,103.0,0.0,16.0,37.0,2.0
43.775157055,-79.41438445699998,432,2.0,1.0,176.0,206.0,0.0,14.0,20.0,13.0
43.790811803000004,-79.45303463499998,429,3.0,3.0,39.0,348.0,5.0,5.0,7.0,19.0
43.78328685899999,-79.288263729,428,4.0,2.0,75.0,215.0,7.0,48.0,13.0,64.0
43.639205001,-79.584368431,426,2.0,0.0,119.0,248.0,2.0,18.0,14.0,23.0
43.776767052,-79.18811649199999,426,1.0,4.0,230.0,156.0,1.0,27.0,1.0,6.0
43.720804791000006,-79.301023582,426,3.0,6.0,31.0,352.0,3.0,16.0,14.0,1.0
43.678802621,-79.482906461,425,6.0,2.0,208.0,153.0,2.0,34.0,20.0,0.0
43.759267652,-79.222838408,423,2.0,4.0,74.0,283.0,2.0,23.0,34.0,1.0
43.653377145,-79.38644586699999,421,4.0,12.0,255.0,111.0,0.0,12.0,25.0,2.0
43.64547051,-79.395046842,420,3.0,0.0,116.0,247.0,2.0,23.0,11.0,18.0
43.61617394,-79.49836749499998,420,10.0,6.0,87.0,269.0,7.0,27.0,11.0,3.0
43.642059667,-79.381112582,420,4.0,0.0,262.0,105.0,3.0,20.0,25.0,1.0
43.727649207,-79.54953751099998,420,8.0,9.0,179.0,125.0,1.0,16.0,78.0,4.0
43.646053986999995,-79.38556187999998,419,3.0,0.0,191.0,184.0,1.0,22.0,10.0,8.0
43.703851238999995,-79.441746476,418,5.0,2.0,78.0,286.0,0.0,19.0,23.0,5.0
43.699553337,-79.50289396699999,417,4.0,7.0,141.0,172.0,0.0,23.0,66.0,4.0
43.656262596000005,-79.378317298,417,1.0,0.0,186.0,185.0,2.0,16.0,14.0,13.0
43.656820988999996,-79.375666006,415,1.0,0.0,135.0,233.0,4.0,17.0,9.0,16.0
43.720915422,-79.508634418,415,9.0,0.0,82.0,229.0,3.0,34.0,2.0,56.0
43.766607205,-79.185658967,415,9.0,6.0,170.0,193.0,4.0,15.0,15.0,3.0
43.683633812,-79.415921307,415,2.0,0.0,138.0,246.0,2.0,11.0,11.0,5.0
43.707601325,-79.394133518,414,2.0,9.0,136.0,217.0,2.0,30.0,16.0,2.0
43.714158194,-79.27111723999998,412,9.0,12.0,165.0,155.0,1.0,23.0,18.0,29.0
