LATITUDE,LONGITUDE,TOTAL COUNT,CAD_CALL_TYPE_CBRN & Hazardous Materials,CAD_CALL_TYPE_Carbon Monoxide,CAD_CALL_TYPE_Emergency Fire,CAD_CALL_TYPE_Medical,CAD_CALL_TYPE_Non Emergency,CAD_CALL_TYPE_Other Emergency Events,CAD_CALL_TYPE_Technical Rescue,CAD_CALL_TYPE_Vehicle Incident
43.699530055,-79.556375834,32,0.0,2.0,4.0,22.0,0.0,3.0,0.0,1.0
43.690955073999994,-79.448305063,32,0.0,0.0,10.0,16.0,0.0,3.0,0.0,3.0
43.678320891999995,-79.33949423199999,32,1.0,5.0,4.0,16.0,0.0,6.0,0.0,0.0
43.692637691,-79.46408757,32,1.0,5.0,7.0,13.0,0.0,4.0,0.0,2.0
43.687973621000005,-79.383726333,32,1.0,0.0,13.0,15.0,0.0,3.0,0.0,0.0
43.776290171999996,-79.48892545799998,32,1.0,0.0,24.0,2.0,0.0,3.0,1.0,1.0
43.827252269,-79.29174608399998,32,1.0,0.0,1.0,14.0,1.0,5.0,0.0,10.0
43.731985486000006,-79.372110151,32,0.0,1.0,18.0,10.0,0.0,3.0,0.0,0.0
43.679874622,-79.34017794499998,32,1.0,0.0,6.0,21.0,0.0,1.0,0.0,3.0
43.758025886999995,-79.223002443,32,0.0,0.0,11.0,11.0,0.0,2.0,6.0,2.0
43.694578385,-79.52871304599998,32,0.0,2.0,8.0,19.0,0.0,3.0,0.0,0.0
43.762803031000004,-79.38414014599998,32,0.0,0.0,6.0,2.0,0.0,4.0,0.0,20.0
43.707223643,-79.26057353999998,32,0.0,2.0,3.0,24.0,0.0,2.0,1.0,0.0
43.767118938,-79.422597921,32,0.0,8.0,7.0,13.0,0.0,4.0,0.0,0.0
43.710097673,-79.429563645,32,0.0,2.0,8.0,15.0,0.0,7.0,0.0,0.0
43.76685154800001,-79.40658675999998,32,0.0,2.0,7.0,16.0,0.0,7.0,0.0,0.0
43.787578918,-79.256392392,32,1.0,2.0,6.0,22.0,0.0,1.0,0.0,0.0
43.680076764,-79.468847957,32,0.0,0.0,8.0,20.0,0.0,1.0,0.0,3.0
43.676483628999996,-79.573215679,32,1.0,1.0,9.0,9.0,0.0,1.0,0.0,11.0
43.787432882,-79.337778066,32,0.0,2.0,10.0,17.0,0.0,3.0,0.0,0.0
43.653189874,-79.562086177,32,0.0,2.0,0.0,29.0,1.0,0.0,0.0,0.0
43.766001531,-79.553958537,32,1.0,0.0,15.0,12.0,0.0,3.0,0.0,1.0
43.69877858,-79.40615657099998,32,0.0,4.0,6.0,9.0,2.0,2.0,0.0,9.0
43.772811278999995,-79.18486335899999,32,0.0,6.0,4.0,21.0,0.0,1.0,0.0,0.0
43.744329525,-79.521968075,32,1.0,2.0,4.0,22.0,0.0,3.0,0.0,0.0
43.737041535,-79.221996859,32,1.0,3.0,3.0,23.0,0.0,2.0,0.0,0.0
43.807123648,-79.169151891,32,0.0,4.0,6.0,19.0,0.0,2.0,0.0,1.0
43.68478157,-79.27528108299998,32,0.0,1.0,16.0,13.0,0.0,1.0,1.0,0.0
43.727301053999994,-79.48805622899998,32,0.0,1.0,5.0,22.0,0.0,1.0,0.0,3.0
43.813792437,-79.229570889,32,0.0,2.0,3.0,25.0,0.0,2.0,0.0,0.0
43.696405711000004,-79.450802311,32,1.0,2.0,3.0,24.0,0.0,1.0,0.0,1.0
43.666472109,-79.33288975,32,3.0,1.0,13.0,5.0,0.0,6.0,0.0,4.0
43.600910126,-79.517061321,32,1.0,4.0,8.0,17.0,0.0,2.0,0.0,0.0
43.624655185,-79.515220842,32,0.0,0.0,8.0,20.0,0.0,4.0,0.0,0.0
43.686182937,-79.475649664,32,0.0,1.0,10.0,19.0,0.0,2.0,0.0,0.0
43.741380619,-79.341558777,32,0.0,3.0,1.0,22.0,0.0,5.0,1.0,0.0
43.664285629,-79.502192944,32,2.0,0.0,12.0,13.0,0.0,3.0,2.0,0.0
43.665416997,-79.33925773999998,32,2.0,1.0,4.0,15.0,0.0,8.0,0.0,2.0
43.752289485,-79.568359318,32,0.0,0.0,4.0,18.0,0.0,7.0,0.0,3.0
43.681492639,-79.32498174199999,32,3.0,4.0,4.0,19.0,0.0,2.0,0.0,0.0
43.794330866,-79.412413297,32,0.0,0.0,1.0,22.0,1.0,5.0,0.0,3.0
43.684440454,-79.445670495,32,1.0,2.0,6.0,15.0,0.0,6.0,0.0,2.0
43.702646906000005,-79.304711232,32,0.0,0.0,14.0,13.0,0.0,5.0,0.0,0.0
43.726681571,-79.406445686,32,2.0,2.0,9.0,15.0,0.0,3.0,0.0,1.0
43.720700355,-79.50138960799998,32,1.0,4.0,2.0,24.0,0.0,1.0,0.0,0.0
43.817265608,-79.19963514299998,32,0.0,1.0,5.0,25.0,0.0,0.0,0.0,1.0
43.807122153,-79.2079635,32,0.0,3.0,10.0,17.0,0.0,2.0,0.0,0.0
43.721937138,-79.24534763299998,32,1.0,7.0,9.0,10.0,0.0,4.0,1.0,0.0
43.745493967,-79.61427911199999,32,2.0,0.0,8.0,8.0,2.0,3.0,0.0,9.0
43.722550737,-79.54754269599998,32,1.0,3.0,13.0,8.0,0.0,5.0,0.0,2.0
43.698383225,-79.53798184599998,32,0.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0
43.674219293,-79.39007375299998,32,0.0,1.0,17.0,11.0,0.0,1.0,0.0,2.0
43.685193311000006,-79.489977028,32,0.0,0.0,6.0,25.0,0.0,1.0,0.0,0.0
43.798798725,-79.207387607,32,1.0,1.0,7.0,23.0,0.0,0.0,0.0,0.0
43.739382731000006,-79.523247529,32,0.0,7.0,1.0,21.0,1.0,2.0,0.0,0.0
43.722979275,-79.403167763,32,0.0,1.0,22.0,6.0,0.0,1.0,0.0,2.0
43.726024454,-79.586722725,32,0.0,2.0,4.0,13.0,0.0,2.0,0.0,11.0
43.665115191999995,-79.444598916,32,0.0,1.0,5.0,22.0,0.0,4.0,0.0,0.0
43.674026853,-79.352762735,32,0.0,3.0,6.0,20.0,0.0,3.0,0.0,0.0
43.664875677,-79.476483369,32,1.0,2.0,4.0,23.0,0.0,2.0,0.0,0.0
43.664343837,-79.408146984,32,0.0,0.0,8.0,18.0,0.0,6.0,0.0,0.0
43.665658134,-79.489598778,32,0.0,0.0,5.0,21.0,0.0,3.0,0.0,3.0
43.665810498999996,-79.337453976,32,2.0,3.0,6.0,17.0,0.0,4.0,0.0,0.0
43.70176782,-79.438292822,32,1.0,2.0,14.0,5.0,0.0,4.0,0.0,6.0
43.673942507,-79.427986143,32,1.0,6.0,7.0,14.0,0.0,4.0,0.0,0.0
43.682183995,-79.34607449,32,0.0,2.0,6.0,20.0,0.0,4.0,0.0,0.0
43.741967768,-79.42711092199998,32,0.0,8.0,4.0,8.0,0.0,5.0,0.0,7.0
43.672425874,-79.404881929,32,1.0,5.0,11.0,5.0,1.0,8.0,1.0,0.0
43.726221533,-79.55167348399999,32,0.0,0.0,9.0,16.0,2.0,3.0,0.0,2.0
43.723103296000005,-79.40180680899999,32,0.0,1.0,17.0,8.0,0.0,3.0,1.0,2.0
43.684209305,-79.34348635099998,32,0.0,3.0,7.0,19.0,1.0,2.0,0.0,0.0
43.81421859100001,-79.25958899299998,32,0.0,0.0,19.0,6.0,0.0,1.0,1.0,5.0
43.668614868999995,-79.428432647,32,3.0,3.0,5.0,16.0,1.0,4.0,0.0,0.0
43.743528082,-79.28322455899999,32,0.0,0.0,8.0,16.0,0.0,7.0,1.0,0.0
43.80220297,-79.378999398,32,1.0,3.0,8.0,17.0,0.0,3.0,0.0,0.0
43.662411011,-79.531189103,32,0.0,0.0,8.0,11.0,1.0,3.0,0.0,9.0
43.683719558,-79.44887690899999,32,0.0,5.0,1.0,23.0,0.0,3.0,0.0,0.0
43.804075298,-79.135274387,32,0.0,2.0,12.0,0.0,0.0,3.0,0.0,15.0
43.753689161000004,-79.277835345,32,0.0,0.0,5.0,26.0,0.0,1.0,0.0,0.0
43.667903891,-79.492099796,32,1.0,1.0,8.0,19.0,0.0,1.0,0.0,2.0
43.66757925899999,-79.45832632,32,0.0,0.0,9.0,21.0,0.0,2.0,0.0,0.0
43.668498326999995,-79.40978224199999,32,1.0,1.0,19.0,6.0,1.0,4.0,0.0,0.0
43.738558356000006,-79.522945247,32,0.0,2.0,2.0,24.0,0.0,4.0,0.0,0.0
43.739865583000004,-79.25247715099998,32,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0
43.696611025,-79.442509262,32,0.0,2.0,6.0,17.0,3.0,2.0,1.0,1.0
43.67493121800001,-79.426262924,32,1.0,3.0,9.0,11.0,0.0,7.0,1.0,0.0
43.686681143,-79.335677313,32,2.0,5.0,7.0,16.0,0.0,2.0,0.0,0.0
43.662009793,-79.335895691,32,1.0,2.0,15.0,9.0,0.0,5.0,0.0,0.0
43.683733963,-79.482458543,32,0.0,1.0,14.0,11.0,1.0,3.0,0.0,2.0
43.667511141999995,-79.33703314199998,32,2.0,3.0,8.0,14.0,0.0,5.0,0.0,0.0
43.672912181,-79.337191027,32,1.0,5.0,7.0,16.0,0.0,2.0,0.0,1.0
43.619323027,-79.51725871799998,32,1.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0
43.73783130899999,-79.407944478,31,0.0,4.0,21.0,1.0,0.0,4.0,1.0,0.0
43.82810126,-79.26188729099998,31,4.0,0.0,15.0,6.0,0.0,5.0,0.0,1.0
43.684032483,-79.313505328,31,2.0,4.0,4.0,19.0,1.0,1.0,0.0,0.0
43.643028018,-79.533992187,31,0.0,1.0,10.0,12.0,0.0,5.0,1.0,2.0
43.688410515,-79.42558478799998,31,0.0,4.0,11.0,13.0,0.0,2.0,0.0,1.0
43.665920433000004,-79.401036671,31,0.0,1.0,14.0,10.0,0.0,5.0,1.0,0.0
43.747880711,-79.545226978,31,0.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0
43.66972064300001,-79.438043695,31,0.0,0.0,6.0,16.0,1.0,7.0,0.0,1.0
43.689814719,-79.534066019,31,1.0,1.0,6.0,21.0,0.0,2.0,0.0,0.0
43.702406876000005,-79.38380130899999,31,0.0,3.0,5.0,20.0,0.0,3.0,0.0,0.0
43.696358917,-79.447332888,31,0.0,0.0,8.0,20.0,0.0,3.0,0.0,0.0
43.67243078600001,-79.334194296,31,0.0,2.0,14.0,14.0,0.0,1.0,0.0,0.0
43.690142332,-79.50060184599998,31,0.0,0.0,6.0,19.0,0.0,0.0,0.0,6.0
43.684120155,-79.382810133,31,0.0,2.0,15.0,7.0,0.0,6.0,0.0,1.0
43.689778903000004,-79.43961028799998,31,0.0,5.0,3.0,21.0,0.0,1.0,0.0,1.0
43.666091691999995,-79.317659152,31,1.0,3.0,3.0,21.0,0.0,3.0,0.0,0.0
43.779078141999996,-79.26495988099998,31,0.0,0.0,6.0,3.0,0.0,0.0,0.0,22.0
43.768887179,-79.334262431,31,0.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0
43.676733774,-79.448635792,31,0.0,0.0,5.0,20.0,0.0,4.0,0.0,2.0
43.59669667,-79.52369747,31,1.0,0.0,5.0,18.0,0.0,6.0,0.0,1.0
43.74267321,-79.416720123,31,1.0,1.0,14.0,9.0,0.0,6.0,0.0,0.0
43.688496789,-79.45212594999998,31,0.0,0.0,7.0,23.0,0.0,1.0,0.0,0.0
43.642974096,-79.41430410699999,31,4.0,1.0,12.0,12.0,0.0,2.0,0.0,0.0
43.689901776000006,-79.44307830399998,31,2.0,3.0,5.0,17.0,0.0,4.0,0.0,0.0
43.64559654,-79.443208243,31,1.0,5.0,5.0,15.0,0.0,5.0,0.0,0.0
43.742544587,-79.259296176,31,2.0,4.0,6.0,15.0,1.0,3.0,0.0,0.0
43.689866426,-79.49348952399998,31,1.0,3.0,4.0,20.0,0.0,2.0,0.0,1.0
43.68976436,-79.499188147,31,0.0,0.0,7.0,19.0,0.0,5.0,0.0,0.0
43.650291304,-79.356926379,31,1.0,0.0,15.0,11.0,0.0,3.0,1.0,0.0
43.748403053000004,-79.456254305,31,0.0,2.0,4.0,17.0,0.0,4.0,0.0,4.0
43.668086499,-79.321274637,31,0.0,1.0,8.0,16.0,0.0,5.0,0.0,1.0
43.722782036000005,-79.499390945,31,0.0,0.0,8.0,19.0,0.0,3.0,0.0,1.0
43.80341173,-79.341855413,31,0.0,0.0,10.0,15.0,0.0,4.0,0.0,2.0
43.798577951999995,-79.379244757,31,0.0,2.0,19.0,5.0,1.0,4.0,0.0,0.0
43.692544027,-79.44535901199998,31,1.0,3.0,4.0,22.0,1.0,0.0,0.0,0.0
43.775138122,-79.156389878,31,1.0,0.0,7.0,19.0,1.0,2.0,0.0,1.0
43.737958025,-79.43968889,31,0.0,6.0,8.0,15.0,1.0,1.0,0.0,0.0
43.689413146999996,-79.383076183,31,0.0,0.0,17.0,10.0,0.0,3.0,0.0,1.0
43.714698801000004,-79.409745614,31,0.0,6.0,17.0,3.0,0.0,5.0,0.0,0.0
43.738830151,-79.27424609,31,0.0,1.0,15.0,13.0,0.0,2.0,0.0,0.0
43.669253925,-79.42064114899999,31,0.0,3.0,6.0,14.0,1.0,6.0,0.0,1.0
43.762960868,-79.57283310399998,31,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0
43.654145095,-79.48057617899998,31,1.0,3.0,6.0,10.0,1.0,9.0,0.0,1.0
43.68453680100001,-79.339014475,31,0.0,2.0,1.0,23.0,0.0,4.0,0.0,1.0
43.693536812,-79.48402016699998,31,0.0,0.0,11.0,10.0,2.0,8.0,0.0,0.0
43.68441313899999,-79.463567436,31,0.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0
43.767195546,-79.534402696,31,0.0,0.0,25.0,4.0,0.0,1.0,0.0,1.0
43.746518572,-79.231073518,31,0.0,3.0,3.0,18.0,1.0,4.0,0.0,2.0
43.801272767,-79.22039814,31,0.0,0.0,13.0,11.0,0.0,6.0,1.0,0.0
43.678147558999996,-79.535089735,31,2.0,0.0,9.0,19.0,1.0,0.0,0.0,0.0
43.644808971,-79.584064896,31,1.0,1.0,6.0,17.0,1.0,5.0,0.0,0.0
43.66917287800001,-79.28984919,31,0.0,0.0,10.0,12.0,1.0,7.0,1.0,0.0
43.703650088,-79.479527822,31,0.0,0.0,2.0,25.0,0.0,4.0,0.0,0.0
43.690470918,-79.387689803,31,0.0,2.0,21.0,4.0,0.0,3.0,0.0,1.0
43.74330030300001,-79.537582888,31,1.0,1.0,7.0,17.0,1.0,3.0,0.0,1.0
43.822055346000006,-79.20193841299998,31,0.0,0.0,8.0,16.0,0.0,1.0,0.0,6.0
43.767629161,-79.29225313,31,1.0,0.0,15.0,12.0,0.0,1.0,0.0,2.0
43.65461469,-79.401513478,31,1.0,0.0,9.0,17.0,0.0,4.0,0.0,0.0
43.70280099,-79.381884388,31,1.0,4.0,3.0,14.0,0.0,9.0,0.0,0.0
43.68934165899999,-79.409491165,31,0.0,1.0,17.0,10.0,0.0,2.0,0.0,1.0
43.678061671,-79.454523324,31,0.0,4.0,10.0,13.0,0.0,4.0,0.0,0.0
43.800222523,-79.15076372599998,31,0.0,1.0,25.0,3.0,2.0,0.0,0.0,0.0
43.700297083,-79.428830982,31,1.0,2.0,13.0,9.0,0.0,6.0,0.0,0.0
43.76857301,-79.338932416,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0
43.782094428,-79.433151518,31,0.0,3.0,0.0,24.0,1.0,2.0,0.0,1.0
43.761773874,-79.239873688,31,0.0,2.0,3.0,21.0,1.0,4.0,0.0,0.0
43.729257441,-79.28123838499998,31,0.0,0.0,14.0,13.0,0.0,2.0,0.0,2.0
43.651632246000005,-79.393697072,31,1.0,2.0,9.0,8.0,0.0,11.0,0.0,0.0
43.72928101,-79.330160334,31,1.0,0.0,17.0,5.0,0.0,2.0,0.0,6.0
43.811906334,-79.280144057,31,0.0,1.0,3.0,21.0,1.0,3.0,0.0,2.0
43.747686507,-79.55728336,31,0.0,2.0,5.0,23.0,0.0,1.0,0.0,0.0
43.68338954,-79.293949426,31,0.0,3.0,7.0,13.0,0.0,8.0,0.0,0.0
43.700332573000004,-79.552940124,31,0.0,1.0,7.0,19.0,1.0,3.0,0.0,0.0
43.653729646,-79.34928029799998,31,0.0,0.0,5.0,1.0,0.0,4.0,0.0,21.0
43.683396818999995,-79.32751387399999,31,0.0,2.0,2.0,23.0,0.0,3.0,1.0,0.0
43.68472743,-79.268595852,31,0.0,2.0,7.0,15.0,0.0,3.0,4.0,0.0
43.715888721000006,-79.289972839,31,0.0,3.0,4.0,19.0,0.0,5.0,0.0,0.0
43.776096587,-79.40764708099998,31,0.0,3.0,5.0,20.0,0.0,3.0,0.0,0.0
43.78346492,-79.149050287,31,0.0,0.0,25.0,4.0,0.0,0.0,1.0,1.0
43.692681591,-79.463473893,31,0.0,3.0,12.0,13.0,0.0,2.0,0.0,1.0
43.779452016,-79.38968497499998,31,0.0,1.0,2.0,24.0,0.0,4.0,0.0,0.0
43.640892991,-79.539556386,31,0.0,2.0,7.0,17.0,0.0,5.0,0.0,0.0
43.595756141,-79.508046545,31,1.0,2.0,7.0,17.0,0.0,3.0,1.0,0.0
43.745400153999995,-79.250735191,31,1.0,2.0,11.0,11.0,0.0,5.0,1.0,0.0
43.68959517,-79.38702494399999,31,0.0,3.0,12.0,12.0,0.0,2.0,1.0,1.0
43.716785218999995,-79.42535683199999,31,0.0,0.0,13.0,16.0,0.0,2.0,0.0,0.0
43.651137128,-79.458508994,31,1.0,1.0,9.0,9.0,2.0,5.0,0.0,4.0
43.798572584,-79.136663493,31,1.0,2.0,2.0,22.0,0.0,4.0,0.0,0.0
43.660148787,-79.39681373499998,31,1.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0
43.78857410000001,-79.23347506999998,31,0.0,0.0,7.0,19.0,0.0,1.0,4.0,0.0
43.755647876000005,-79.25804804099998,31,1.0,0.0,1.0,28.0,0.0,1.0,0.0,0.0
43.682811961999995,-79.326205657,31,0.0,5.0,8.0,14.0,0.0,2.0,0.0,2.0
43.671245986,-79.39854757099998,31,0.0,1.0,17.0,8.0,0.0,5.0,0.0,0.0
43.712739397,-79.253866696,31,1.0,1.0,1.0,23.0,0.0,5.0,0.0,0.0
43.647662061000005,-79.435693021,31,0.0,4.0,4.0,22.0,0.0,1.0,0.0,0.0
43.663498135,-79.400087684,31,0.0,0.0,12.0,12.0,0.0,1.0,2.0,4.0
43.721575918,-79.480973897,31,1.0,2.0,4.0,17.0,1.0,3.0,0.0,3.0
43.772181068,-79.24465869699999,31,0.0,2.0,2.0,26.0,0.0,1.0,0.0,0.0
43.648086891999995,-79.40832329199999,31,0.0,4.0,5.0,18.0,0.0,4.0,0.0,0.0
43.77225803100001,-79.41363791399999,31,0.0,0.0,9.0,18.0,0.0,1.0,0.0,3.0
43.691895807,-79.456256552,31,0.0,2.0,2.0,22.0,0.0,5.0,0.0,0.0
43.671274891,-79.48178531499998,31,0.0,6.0,6.0,19.0,0.0,0.0,0.0,0.0
43.69522092800001,-79.487626901,31,0.0,0.0,8.0,18.0,1.0,3.0,0.0,1.0
43.598382373,-79.54375151799998,31,0.0,3.0,10.0,13.0,0.0,5.0,0.0,0.0
43.712095615,-79.372070314,31,0.0,1.0,11.0,8.0,0.0,6.0,0.0,5.0
43.636541118000004,-79.52220965099998,31,0.0,1.0,21.0,7.0,0.0,2.0,0.0,0.0
43.659584312,-79.350148824,31,0.0,4.0,10.0,14.0,1.0,1.0,0.0,1.0
43.77080644,-79.440203381,31,1.0,4.0,11.0,14.0,0.0,1.0,0.0,0.0
43.721618123,-79.456411551,31,1.0,1.0,3.0,15.0,0.0,0.0,0.0,11.0
43.64644298,-79.366131384,31,0.0,0.0,7.0,4.0,1.0,4.0,0.0,15.0
43.630333087,-79.497351808,31,0.0,0.0,8.0,21.0,0.0,2.0,0.0,0.0
43.679065722,-79.290227704,31,2.0,3.0,10.0,6.0,2.0,8.0,0.0,0.0
43.67470974,-79.39292347199999,31,2.0,0.0,9.0,9.0,0.0,6.0,0.0,5.0
43.790110969,-79.173401004,31,0.0,6.0,7.0,15.0,0.0,2.0,0.0,1.0
43.720864553,-79.257084722,31,1.0,5.0,6.0,14.0,1.0,2.0,0.0,2.0
43.647074415,-79.44051210799998,31,1.0,1.0,6.0,17.0,0.0,5.0,0.0,1.0
43.662617351,-79.48676837099998,31,0.0,3.0,0.0,25.0,0.0,3.0,0.0,0.0
43.646991058999994,-79.530348692,31,0.0,0.0,6.0,22.0,1.0,0.0,0.0,2.0
43.756021556,-79.229058953,31,1.0,5.0,10.0,11.0,0.0,4.0,0.0,0.0
43.635480928999996,-79.40671433599998,31,0.0,0.0,3.0,22.0,0.0,1.0,1.0,4.0
43.728211902,-79.431831421,31,0.0,1.0,13.0,11.0,0.0,2.0,4.0,0.0
43.793579828999995,-79.154596524,31,0.0,0.0,6.0,15.0,1.0,4.0,0.0,5.0
43.728859858999996,-79.46350976399998,31,0.0,6.0,2.0,20.0,2.0,1.0,0.0,0.0
43.60920698100001,-79.495446399,31,0.0,8.0,4.0,16.0,0.0,3.0,0.0,0.0
43.648525505,-79.426318169,31,0.0,3.0,7.0,16.0,0.0,5.0,0.0,0.0
43.756456171,-79.381622877,31,0.0,5.0,6.0,15.0,0.0,5.0,0.0,0.0
43.720625831999996,-79.610882086,31,0.0,0.0,15.0,11.0,0.0,2.0,2.0,1.0
43.648691385,-79.50545356799998,31,1.0,0.0,6.0,9.0,0.0,8.0,0.0,7.0
43.646844053,-79.43038087099998,31,0.0,1.0,4.0,17.0,1.0,7.0,0.0,1.0
43.736827985,-79.577964425,31,0.0,4.0,4.0,20.0,1.0,1.0,1.0,0.0
43.711828602,-79.439349722,31,0.0,3.0,3.0,21.0,0.0,4.0,0.0,0.0
43.731147216000004,-79.407543867,31,1.0,3.0,7.0,14.0,0.0,6.0,0.0,0.0
43.68277257800001,-79.36209941199999,31,0.0,0.0,2.0,5.0,1.0,4.0,0.0,19.0
43.671093602,-79.41872274099998,31,0.0,6.0,13.0,9.0,0.0,3.0,0.0,0.0
43.73669594800001,-79.292925519,31,0.0,1.0,5.0,21.0,0.0,3.0,0.0,1.0
43.788629011000005,-79.290670613,31,0.0,0.0,4.0,25.0,0.0,1.0,0.0,1.0
43.635238789,-79.49302701,31,3.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0
43.671509196,-79.47547671699999,31,0.0,8.0,3.0,14.0,0.0,5.0,1.0,0.0
43.79732814,-79.23299543599998,31,0.0,0.0,15.0,10.0,0.0,5.0,1.0,0.0
43.661993353999996,-79.48967091,31,1.0,1.0,5.0,13.0,0.0,4.0,0.0,7.0
43.711168285,-79.40724956799998,31,0.0,2.0,15.0,9.0,0.0,5.0,0.0,0.0
43.647771074,-79.489608398,31,1.0,0.0,5.0,24.0,0.0,1.0,0.0,0.0
43.680859095,-79.425367952,31,0.0,3.0,6.0,17.0,0.0,4.0,0.0,1.0
43.68531268899999,-79.431555628,31,0.0,5.0,1.0,21.0,1.0,3.0,0.0,0.0
43.72690398100001,-79.22112741399998,31,0.0,3.0,14.0,10.0,0.0,3.0,1.0,0.0
43.718043455,-79.435101026,31,0.0,2.0,12.0,8.0,0.0,4.0,0.0,5.0
43.73060007,-79.46002754199999,31,0.0,2.0,7.0,21.0,1.0,0.0,0.0,0.0
43.72907163,-79.432027465,31,2.0,1.0,7.0,11.0,1.0,6.0,0.0,3.0
43.676510511000004,-79.287794711,31,2.0,8.0,1.0,18.0,0.0,2.0,0.0,0.0
43.731626373999994,-79.583433768,31,0.0,3.0,2.0,22.0,1.0,3.0,0.0,0.0
43.658667533,-79.33780444899999,31,1.0,3.0,17.0,7.0,0.0,3.0,0.0,0.0
43.75912879,-79.213875539,31,0.0,1.0,2.0,24.0,0.0,4.0,0.0,0.0
43.740227031,-79.42723126699998,31,0.0,1.0,9.0,4.0,0.0,1.0,0.0,16.0
43.649699808,-79.545113857,31,0.0,1.0,4.0,11.0,0.0,4.0,7.0,4.0
43.759292319,-79.59701865399998,31,0.0,2.0,2.0,16.0,0.0,0.0,1.0,10.0
43.645931069,-79.42468250399999,31,1.0,1.0,1.0,25.0,0.0,2.0,0.0,1.0
43.72839676,-79.38654241,31,0.0,2.0,20.0,5.0,1.0,1.0,0.0,2.0
43.759380498,-79.53169939999998,31,0.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0
43.769668783,-79.54960049399999,31,1.0,0.0,7.0,8.0,1.0,4.0,1.0,9.0
43.774595243,-79.43885606899998,31,1.0,0.0,9.0,15.0,0.0,2.0,0.0,4.0
43.79745503,-79.23963209599998,31,2.0,1.0,5.0,21.0,0.0,1.0,0.0,1.0
43.67007509800001,-79.40647846999998,31,0.0,3.0,12.0,8.0,0.0,7.0,0.0,1.0
43.685679123,-79.29216381899998,31,1.0,6.0,14.0,7.0,0.0,3.0,0.0,0.0
43.676277606999996,-79.28909235099998,31,1.0,5.0,9.0,6.0,0.0,9.0,1.0,0.0
43.758162095,-79.36881365499998,31,1.0,3.0,10.0,13.0,0.0,3.0,0.0,1.0
43.680955704,-79.46254364099998,31,1.0,3.0,8.0,16.0,0.0,3.0,0.0,0.0
43.698989607,-79.337781452,31,0.0,0.0,3.0,1.0,0.0,4.0,0.0,23.0
43.736196038,-79.52945780999998,31,1.0,0.0,13.0,8.0,0.0,8.0,0.0,1.0
43.711313928,-79.59296852,31,1.0,0.0,7.0,19.0,0.0,1.0,0.0,3.0
43.758478464,-79.57069359399999,31,0.0,0.0,6.0,15.0,0.0,5.0,0.0,5.0
43.772863998999995,-79.209352588,31,0.0,0.0,4.0,24.0,0.0,3.0,0.0,0.0
43.691822976000005,-79.397716243,31,0.0,4.0,7.0,15.0,0.0,5.0,0.0,0.0
43.674464133,-79.337222395,31,0.0,3.0,7.0,18.0,0.0,2.0,0.0,1.0
43.720398586,-79.424383479,31,0.0,0.0,9.0,13.0,0.0,6.0,0.0,3.0
43.616556218,-79.489391748,30,2.0,1.0,8.0,15.0,1.0,3.0,0.0,0.0
43.772358108999995,-79.30411206799998,30,0.0,1.0,2.0,26.0,0.0,1.0,0.0,0.0
43.72673644100001,-79.258502647,30,0.0,0.0,3.0,21.0,0.0,5.0,0.0,1.0
43.740383808000004,-79.523316605,30,0.0,0.0,1.0,27.0,0.0,2.0,0.0,0.0
43.805182688,-79.226687592,30,0.0,0.0,2.0,9.0,0.0,5.0,0.0,14.0
43.744266621,-79.44016241,30,0.0,1.0,7.0,17.0,0.0,5.0,0.0,0.0
43.766081591,-79.21592965499998,30,0.0,2.0,4.0,18.0,0.0,6.0,0.0,0.0
43.65164865,-79.455428333,30,1.0,2.0,13.0,8.0,0.0,6.0,0.0,0.0
43.74398308600001,-79.59992506899998,30,1.0,4.0,8.0,15.0,0.0,2.0,0.0,0.0
43.712385155,-79.401433126,30,0.0,3.0,19.0,5.0,0.0,3.0,0.0,0.0
43.679295656,-79.308906113,30,1.0,5.0,7.0,9.0,0.0,8.0,0.0,0.0
43.691815837,-79.341943086,30,1.0,2.0,7.0,18.0,0.0,2.0,0.0,0.0
43.69198425,-79.351320805,30,1.0,1.0,5.0,17.0,0.0,5.0,0.0,1.0
43.777065225,-79.40805269899998,30,1.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0
43.671939573,-79.29615033199998,30,0.0,5.0,5.0,17.0,0.0,3.0,0.0,0.0
43.730794418,-79.430419508,30,1.0,5.0,17.0,6.0,0.0,0.0,0.0,1.0
43.671940136,-79.408458529,30,0.0,3.0,17.0,4.0,0.0,6.0,0.0,0.0
43.72538981100001,-79.44317922099998,30,0.0,4.0,9.0,13.0,0.0,4.0,0.0,0.0
43.697784467,-79.543407255,30,0.0,0.0,12.0,17.0,0.0,1.0,0.0,0.0
