CALL_SOURCE_CODE,22,24,31,32,33,34,35,62,66,89
1,39%,29%,19%,14%,20%,70%,14%,13%,85%,6%
2,2%,3%,2%,1%,1%,9%,1%,1%,5%,1%
3,0%,0%,0%,0%,0%,3%,0%,65%,2%,91%
4,1%,1%,1%,0%,1%,6%,0%,14%,2%,0%
5,58%,67%,78%,84%,77%,10%,84%,0%,6%,1%
6,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%
7,0%,0%,0%,0%,0%,1%,0%,1%,0%,0%
8,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%
9,0%,0%,0%,0%,0%,1%,0%,1%,0%,0%
10,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
11,0%,0%,0%,0%,0%,0%,0%,1%,0%,0%
